Food,Food_image,Calories,Protein,Fat,Carb,Description
foie_gras,https://www.foodiesfeed.com/wp-content/uploads/2022/11/foie-gras.jpg,462.0,11.4,43.8,4.67,
french_fries,https://www.foodiesfeed.com/wp-content/uploads/2017/01/beef-steaks-with-french-fries.jpg,146.0,2.34,4.99,24.0,
french_onion_soup,https://www.foodiesfeed.com/wp-content/uploads/2021/01/pumpkin-soup.jpg,83.12053612770589,3.6864896092971966,4.129774345692018,7.213846312768775,yellow onions; unsalted butter; Salt; dry white wine; chicken broth; beef broth; water; bay leaf; fresh thyme; black pepper; baguette; gruyere cheese
french_toast,https://www.foodiesfeed.com/wp-content/uploads/2019/01/time-for-book-journaling-tea-and-sweet-toasts.jpg,213.0,7.4,6.1,32.1,
fried_calamari,https://www.foodiesfeed.com/wp-content/uploads/2018/08/chinese-fried-dim-sum-in-wooden-steamers.jpg,221.02078188924514,8.972056024474206,13.450114428754098,15.888868862628659,calamari; onion; flour; granulated garlic; dried marjoram; cayenne pepper; salt; black pepper; lemon; canola
fried_rice,https://www.foodiesfeed.com/wp-content/uploads/2023/10/fried-rice-with-egg-and-spring-onion.jpg,173.15844251063191,5.67025257831052,5.661492458601413,24.55163252599613,vegetable oil; eggs; chicken broth; vegetables; soy sauce; Rice
frozen_yogurt,https://www.foodiesfeed.com/wp-content/uploads/2020/03/pouring-traditional-iranian-yogurt-drink-doogh.jpg,106.13412218838702,3.820605444959776,3.0857483659833993,15.006155065234031,Plain Yogurt; Vanilla; Sugar
garlic_bread,https://www.foodiesfeed.com/wp-content/uploads/2015/05/traditional-czech-toasted-bread-with-garlic.jpg,350.0,8.36,16.6,41.7,
gnocchi,https://www.foodiesfeed.com/wp-content/uploads/2015/05/gnocchi-with-butter-and-sage.jpg,158.0,5.8,0.93,30.86,
greek_salad,https://www.foodiesfeed.com/wp-content/uploads/2018/06/shakshuka-on-a-wooden-board.jpg,90.06896552757217,2.4703855388436122,7.124090845910209,4.956036834854381,extra virgin olive oil; lemon juice; garlic; Sea salt; Black pepper; dried oregano; Spinach; tomatoes; onion; Cucumber; Red pepper; pepper; Feta cheese; kalamata Olives
grilled_cheese_sandwich,https://www.foodiesfeed.com/wp-content/uploads/2023/04/grilled-cheese-sandwich.jpg,280.9407431593463,11.96652218916402,16.137667590070468,22.23509471396984,bread; butter; cheese
grilled_salmon,https://www.foodiesfeed.com/wp-content/uploads/2018/06/salmon.jpg,213.0418006582017,16.114825855274514,14.570770523676849,3.628131284286168,salmon; lemon juice; honey; garlic; salt; black pepper; dill; olive oil
guacamole,https://www.foodiesfeed.com/wp-content/uploads/2015/05/mini-burger-with-guacamole-outside.jpg,125.98832895528344,1.8714529867915457,10.6890413020636,8.525363904702576,avocados; lime; red onion; cherry tomatoes; cilantro; garlic; jalapeño pepper; cumin; sea salt
hamburger,https://www.foodiesfeed.com/wp-content/uploads/2024/01/best-burger-in-town.jpg,202.6185015541431,12.178990731611432,13.02247404993386,8.89673700630565,egg; chili sauce; onion; prepared horseradish; Worcestershire sauce; salt; pepper; ground beef; hamburger buns
hot_and_sour_soup,https://www.foodiesfeed.com/wp-content/uploads/2021/01/pumpkin-soup.jpg,55.83060530697049,4.092658150969414,2.438411814135973,4.611503158143444,chicken broth; chicken breast; sesame oil; garlic; onion; shitake mushrooms; carrots; ginger; black pepper; cayenne pepper; sea salt; cornstarch; soy sauce; rice vinegar; egg; scallions; tofu; egg white
hot_dog,https://www.foodiesfeed.com/wp-content/uploads/2015/08/hot-dog-in-hands-2.jpg,218.52162533734952,7.416497372346264,13.984418070508227,15.85532409601869,Wieners; beef broth; onion; serrano chile; butter; sugar; hot dog buns; Reduced Fat Mayonnaise
hummus,https://www.foodiesfeed.com/wp-content/uploads/2022/11/tapas-bar-with-hummus-and-olives.jpg,237.0,7.78,17.8,15.0,
ice_cream,https://www.foodiesfeed.com/wp-content/uploads/2015/10/two-scoops-of-creamy-ice-cream-1.jpg,207.0,3.5,11.0,23.6,
lasagna,https://www.foodiesfeed.com/wp-content/uploads/2023/03/lasagna-single-serving-on-a-white-plate-in-a-restaurant.jpg,124.0,6.63,4.42,14.4,
lobster_roll_sandwich,https://www.foodiesfeed.com/wp-content/uploads/2015/05/argentinian-beef-steak-sandwich.jpg,162.14339471247274,7.405245349022088,8.047810079039754,15.521681113041254,tomatoes; onion; garlic; olive oil; salt; pepper; butter; ciabatta; roast beef; pastrami; cheese
macaroni_and_cheese,https://www.foodiesfeed.com/wp-content/uploads/2016/03/tasting-cheese-in-a-cheese-factory-1.jpg,158.0,5.8,0.93,30.86,
macarons,https://www.foodiesfeed.com/wp-content/uploads/2017/07/colorful-macarons-tower.jpg,375.2292233899842,6.459375961249889,17.080566146649453,52.2411441241133,Egg Whites; Almond Meal/Flour; Granulated Sugar; Confectioner's Sugar
miso_soup,https://www.foodiesfeed.com/wp-content/uploads/2021/01/pumpkin-soup.jpg,36.74045265746828,2.7978727121672775,1.3866737781741283,3.778050405999455,Water; Dashi; Miso Paste; Tofu; Green Onion; Bok Choy; Shiitake Mushrooms
mussels,https://www.foodiesfeed.com/wp-content/uploads/2020/08/muscles.jpg,104.9889867384021,7.769829892763926,4.67896129497974,5.3804054032424915,extra virgin olive oil; butter; mussels; dry white wine; heavy cream; parsley; kosher salt; lemon; garlic; shallots
nachos,https://www.foodiesfeed.com/wp-content/uploads/2016/12/nachos-close-up.jpg,198.69961808143825,7.638631267816818,11.861191704661854,16.310689639380556,avocado; lime; chilli; garlic; cumin; tomato; spring onions; salt; black pepper; Tabasco; extra virgin olive oil; tortilla chips; cheddar cheese; cream; coriander leaves
omelette,https://www.foodiesfeed.com/wp-content/uploads/2020/08/omelette-with-freshly-baked-pastry-in-a-cafe-1.jpg,161.77584129860549,8.991921913386209,12.487730100775728,3.314458000897239,eggs; unsalted butter; Cheddar cheese; fresh basil; cherry tomatoes; olive oil; mushrooms
onion_rings,https://www.foodiesfeed.com/wp-content/uploads/2016/11/onions-on-onions-on-onions.jpg,411.0,3.86,25.2,43.6,
oysters,https://www.foodiesfeed.com/wp-content/uploads/2017/02/oysters-close-up.jpg,84.28604223498117,9.000211546963808,2.6876314664144654,5.146860448769389,oysters; ground pepper; lemons
pad_thai,https://www.foodiesfeed.com/wp-content/uploads/2023/08/shrimps-pad-thai.jpg,176.83603373765553,7.98800410265806,6.769167970942568,21.54903003880156,rice noodles; fish sauce; soy sauce; tamarind; rice wine vinegar; sugar; radishes; vegetable oil; prawns; paprika; bean sprouts; tofu; garlic; cayenne pepper; peanuts; chives; egg; limes
paella,https://www.foodiesfeed.com/wp-content/uploads/2015/06/seafood-paella-close-up-scaled.jpg,129.78424266251776,8.222966567746296,5.271118050715325,11.705052179321774,chicken; squid; mussels; prawns; chorizo; pepper; tomatoes; garlic; onion; green peas; rice; olive oil; chicken stock; Saffron; Salt; pepper
pancakes,https://www.foodiesfeed.com/wp-content/uploads/2019/01/orange-cheese-pancakes.jpg,227.0,6.4,9.7,28.3,
panna_cotta,https://www.foodiesfeed.com/wp-content/uploads/2019/02/pizza-with-ricotta-cheese-close-up.jpg,236.22426795035827,3.167675771533622,18.908693103853402,14.271165897138403,water; gelatin; heavy cream; half & half; honey; vanilla extract
peking_duck,https://www.foodiesfeed.com/wp-content/uploads/2017/07/barbecued-grilled-dark-ramen.jpg,337.0,19.0,28.4,0.0,
pho,https://www.foodiesfeed.com/wp-content/uploads/2015/10/pho-bo-and-pho-ga-in-a-restaurant.jpg,125.30995688572249,6.6845791004997785,6.221214774536756,10.204937957929623,White Onion; Green Onion; Cilantro; Round Steak; Rice Noodles; Water
pizza,https://www.foodiesfeed.com/wp-content/uploads/2015/03/basic-italian-pizza-margherita.jpg,268.0,10.4,12.3,29.0,
pork_chop,https://www.foodiesfeed.com/wp-content/uploads/2020/06/roasted-pork-belly.jpg,166.19097504020226,13.560919282878064,9.663629900331468,5.616085386255387,bacon; onions; all-purpose flour; low sodium chicken broth; pimentos; vegetable oil; pork loin; salt; garlic; fresh thyme; bay leaf
prime_rib,https://www.foodiesfeed.com/wp-content/uploads/2017/07/wooden-plate-with-lamb-ribs.jpg,304.4345253425267,15.23885646559514,26.139363689372594,1.0982995369212354,prime rib roast; olive oil; garlic; salt; black pepper; dried thyme; dried rosemary
pulled_pork_sandwich,https://www.foodiesfeed.com/wp-content/uploads/2015/11/pulled-pork-sandwich-with-cheese-sauce-1.jpg,173.66104103515352,11.039228505837784,8.971507156788498,11.822143498786277,pork butt; brown sugar; paprika; garlic powder; onion powder; cumin; chili powder; marjoram; black pepper; barbecue sauce; hamburger buns
ramen,https://www.foodiesfeed.com/wp-content/uploads/2017/07/barbecued-grilled-dark-ramen.jpg,440.0,10.2,17.6,60.3,
ravioli,https://www.foodiesfeed.com/wp-content/uploads/2017/07/making-homemade-ravioli.jpg,307.0,13.5,7.23,47.0,
red_velvet_cake,https://www.foodiesfeed.com/wp-content/uploads/2017/08/birthday-party-choco-cake.jpg,352.4837621381774,3.7644610496127355,18.687926802705356,43.83347816276634,all purpose flour; baking powder; baking soda; salt; unsweetened cocoa powder; granulated sugar; vegetable oil; eggs; buttermilk; vanilla extract; food coloring; white vinegar; coffee; heavy cream; cream cheese; confectioners' sugar
risotto,https://www.foodiesfeed.com/wp-content/uploads/2015/05/cook-scoops-risotto.jpg,127.98047017335956,4.120227671607451,4.732229589341694,16.020184362062192,chicken stock; olive oil; onion; Arborio rice; dry white wine; butter; heavy cream; chives; parsley; Parmesan cheese; Truffle; oil
seaweed_salad,https://www.foodiesfeed.com/wp-content/uploads/2016/06/salad-in-a-salad-bar-scaled.jpg,101.68883554625104,2.4163165409149943,6.962329953404381,8.269759845213665,wakame; mixed lettuce; red onion; ginger; soy sauce; sesame oil; rice wine vinegar; caster sugar
shrimp_and_grits,https://www.foodiesfeed.com/wp-content/uploads/2016/03/cooking-shrimps-with-spinach-outside-camping-1.jpg,119.0,22.8,1.7,1.52,
spaghetti_bolognese,https://www.foodiesfeed.com/wp-content/uploads/2015/05/pasta-spaghetti-with-basil-and-a-wooden-spoon.jpg,149.14718193054802,7.858570399276476,6.031817813330592,15.11296060540162,Olive oil; garlic; onions; Celery; Carrots; beef; tomatoes; Red wine; Chilli; Bay leaves; Black Pepper; Salt; spaghetti; parmesan cheese; Garlic bread
spaghetti_carbonara,https://www.foodiesfeed.com/wp-content/uploads/2015/05/pasta-spaghetti-with-basil-and-a-wooden-spoon.jpg,311.97271399619694,13.1813574647631,14.777988203016706,30.488077834273778,spaghetti; bacon; olive oil; yellow onion; butter; chicken broth; salt; black pepper; eggs; parsley; Parmesan cheese
spring_rolls,https://www.foodiesfeed.com/wp-content/uploads/2022/06/vietnamese-spring-rolls-on-a-table.jpg,200.20647573082599,5.601972287836257,10.217903923577948,21.750021063585027,Chicken; Cabbage; Onion; Carrots; Capsicum; Green onion; Beans sprouts; Salt; White pepper; Soya sauce; Ketchup; Vinegar; Spring roll wrappers; Oil
steak,https://www.foodiesfeed.com/wp-content/uploads/2015/05/argentinian-beef-steak-sandwich.jpg,205.76075078604583,15.731089111068949,13.910950479795076,3.6574842084957515,cream cheese; blue cheese; milk; parsley; garlic powder; salt; black pepper; olive oil; garlic; strip steaks
strawberry_shortcake,https://www.foodiesfeed.com/wp-content/uploads/2019/01/fresh-strawberry-platter.jpg,346.0,6.1,14.2,48.5,
sushi,https://www.foodiesfeed.com/wp-content/uploads/2015/07/colorful-sushi-in-a-black-box.jpg,125.79322410427439,4.1583884631522965,2.7510922946110097,20.64468155393921,rice; caster sugar; rice vinegar; salt; fish; cucumber; avocado; nori; Wasabi; ginger; Soy sauce
tacos,https://www.foodiesfeed.com/wp-content/uploads/2016/09/tasty-chicken-tacos-with-cheese.jpg,476.0,6.41,21.8,63.5,
tiramisu,https://www.foodiesfeed.com/wp-content/uploads/2018/12/tiramisu-at-home.jpg,265.85929783617775,5.000964446332242,16.33147302591731,24.290128943007733,egg yolks; caster sugar; Marsala; mascarpone cheese; cream; espresso; biscuits; cocoa
tuna_tartare,https://www.foodiesfeed.com/wp-content/uploads/2015/05/tuna-at-a-market.jpg,148.24780187005268,13.304398856420638,7.767203724961803,6.404972247267523,Fresh tuna; Olive oil; Lime; Wasabi; Soy sauce; pepper sauce; Kosher salt; black pepper; Scallions; Jalapeño pepper; sesame seeds
waffles,https://www.foodiesfeed.com/wp-content/uploads/2020/04/chocolate-waffles-and-coffee.jpg,291.0,7.9,14.1,32.9,
